Array,Listening post,Listening post ID,Easting,Northing,Elevation(m),repeat,Date,Groups,Group ID,time start male,timestart  female,time end,bearing,distance (m),NOTE: yellow highlight=no female heard,,,
8,B,8B1,527910,1979081,787,1,23/12/2013,3,85,6:32:33,6:35:35,6:52,316,300,,,,
8,B,8B1,527910,1979081,787,1,23/12/2013,4,81,6:53:19,6:55:41,7:00,102,1000,,,,
8,C,8C1,528550,1979425,781,1,23/12/2013,1,142,6:15:10,6:20:00,6:38,140,600,,,,
8,C,8C1,528550,1979425,781,1,23/12/2013,2,85,6:36:15,6:39:20,6:52,260,510,,,,
8,A,8A2,527675,1978890,778,2,24/12/2013,1,142,6:04:17,6:07:14,6:28,121,900,,,,
8,A,8A2,527675,1978890,778,2,24/12/2013,2,145,6:08:32,6:10:32,6:25,130,800,,,,
8,A,8A2,527675,1978890,778,2,24/12/2013,3,143,6:23:06,6:13:46,6:31,192,900,,,,
8,A,8A2,527675,1978890,778,2,24/12/2013,4,144,6:37:15,6:39:29,6:53,290,500,,,,
8,A,8A2,527675,1978890,778,2,24/12/2013,5,84,6:34:08,6:41:16,7:03,36,500,,,,
8,B,8B2,527910,1979081,787,2,24/12/2013,1,142,6:03:26,6:04:16,6:15,136,600,,,,
8,B,8B2,527910,1979081,787,2,24/12/2013,2,82,6:09:08,6:10:31,6:18,74,500,,,,
8,B,8B2,527910,1979081,787,2,24/12/2013,3,81,6:13:42,6:15:04,6:22,113,1000,,,,
8,B,8B2,527910,1979081,787,2,24/12/2013,4,82,6:17:32,6:18:09,6:46,70,500,,,,
8,B,8B2,527910,1979081,787,2,24/12/2013,5,144,6:20:34,6:24:21,6:59,243,800,,,,
8,B,8B2,527910,1979081,787,2,24/12/2013,6,83,6:30:01,6:32:08,6:40,44,1000,,,,
8,B,8B2,527910,1979081,787,2,24/12/2013,7,84,6:38:40,6:43:47,7:03,20,600,,,,
8,C,8C2,528550,1979425,781,2,24/12/2013,1,81,6:02:30,6:05:55,6:09,150,700,,,,
8,C,8C2,528550,1979425,781,2,24/12/2013,2,82,6:14:20,6:18:25,6:41,108,280,,,,
8,C,8C2,528550,1979425,781,2,24/12/2013,3,98,6:32:36,6:34:45,6:45,50,640,,,,
8,C,8C2,528550,1979425,781,2,24/12/2013,4,83,6:39:44,6:42:45,6:52,346,180,,,,
8,C,8C2,528550,1979425,781,2,24/12/2013,5,102,7:24:35,7:27:39,7:38,20,900,,,,
8,A,8A3,527675,1978890,778,3,25/12/2013,1,82,6:30:27,6:35:09,6:42,70,700,,,,
8,A,8A3,527675,1978890,778,3,25/12/2013,2,145,6:39:05,6:40:04,6:49,134,800,,,,
8,A,8A3,527675,1978890,778,3,25/12/2013,3,142,6:43:15,6:28:07,6:58,112,900,,,,
8,B,8B3,527910,1979081,787,3,25/12/2013,1,81,6:29:32,6:31:14,6:43,94,800,,,,
8,B,8B3,527910,1979081,787,3,25/12/2013,2,82,6:32:13,6:34:13,6:49,66,500,,,,
8,B,8B3,527910,1979081,787,3,25/12/2013,3,145,6:39:43,6:43:17,6:52,136,500,,,,
8,B,8B3,527910,1979081,787,3,25/12/2013,4,142,6:41:53,6:42:05,6:57,115,400,,,,
8,B,8B3,527910,1979081,787,3,25/12/2013,5,84,6:44:38,6:45:28,7:03,34,600,,,,
8,B,8B3,527910,1979081,787,3,25/12/2013,6,,7:00:05,,7:10,44,900,,,,
8,C,8C3,528550,1979425,781,3,25/12/2013,1,82,6:29:05,6:35:55,6:50,98,400,,,,
8,C,8C3,528550,1979425,781,3,25/12/2013,2,81,6:40:30,6:45:15,6:57,140,700,,,,
8,C,8C3,528550,1979425,781,3,25/12/2013,3,98,6:43:11,6:47:50,7:05,40,600,,,,
8,A,8A4,527675,1978890,778,4,26/12/2013,1,142,6:18:39,6:24:41,6:30,120,900,,,,
8,A,8A4,527675,1978890,778,4,26/12/2013,2,143,6:25:21,6:29:12,6:34,196,1000,,,,
8,A,8A4,527675,1978890,778,4,26/12/2013,3,145,6:28:45,6:27:19,6:37,150,700,,,,
8,A,8A4,527675,1978890,778,4,26/12/2013,4,81,6:35:45,6:35:42,6:39,90,1200,,,,
8,A,8A4,527675,1978890,778,4,26/12/2013,5,144,6:42:25,6:32:15,6:57,270,90,,,,
8,B,8B4,527910,1979081,787,4,26/12/2013,1,142,6:18:18,6:20:22,6:36,112,800,,,,
8,B,8B4,527910,1979081,787,4,26/12/2013,2,145,6:25:31,6:27:25,6:40,142,300,,,,
8,B,8B4,527910,1979081,787,4,26/12/2013,3,,6:33:02,,6:35,72,600,,,,
8,B,8B4,527910,1979081,787,4,26/12/2013,4,unident,6:35:38,6:37:56,6:47,64,500,,,,
8,C,8C4,528550,1979425,781,4,26/12/2013,1,81,6:22:55,6:27:52,6:42,134,500,,,,
8,C,8C4,528550,1979425,781,4,26/12/2013,2,98,6:38:23,6:42:34,6:48,48,480,,,,
8,C,8C4,528550,1979425,781,4,26/12/2013,3,82,7:20:15,7:23:20,7:52,84,420,,,,
9,A,9A1,529597,1978677,731,1,27/12/2013,1,101,6:38:12,6:39:23,6:55,30,700,,,,
9,B,9B1,530094,1978840,710,1,27/12/2013,1,101,6:37:37,6:38:25,6:49,355,500,,,,
9,C,9C1,530375,1979299,709,1,27/12/2013,1,101,6:34:32,6:39:25,6:52,344,510,,,,
9,A,9A2,529597,1978677,731,2,28/12/2013,1,81,6:17:16,6:18:40,6:33,270,400,,,,
9,A,9A2,529597,1978677,731,2,28/12/2013,2,5,6:32:08,6:34:35,6:37,240,600,,,,
9,A,9A2,529597,1978677,731,2,28/12/2013,3,141,6:36:02,6:37:41,6:49,100,900,,,,
9,A,9A2,529597,1978677,731,2,28/12/2013,4,101,6:53:26,6:55:09,7:08,40,800,,,,
9,A,9A2,529597,1978677,731,2,28/12/2013,5,82,7:10:15,7:11:52,7:18,330,900,,,,
9,B,9B2,530094,1978840,710,2,28/12/2013,1,141,6:29:52,6:33:48,6:41,125,800,,,,
9,B,9B2,530094,1978840,710,2,28/12/2013,2,79,6:30:47,6:35:38,6:47,93,400,,,,
9,B,9B2,530094,1978840,710,2,28/12/2013,3,80,6:50:49,6:55:43,7:02,61,800,,,,
9,B,9B2,530094,1978840,710,2,28/12/2013,4,,6:58:43,,7:10,5,500,,,,
9,C,9C2,530375,1979299,709,2,28/12/2013,1,79,6:29:21,6:33:07,6:45,120,610,,,,
9,C,9C2,530375,1979299,709,2,28/12/2013,2,80,6:49:22,6:52:00,7:02,44,400,,,,
9,C,9C2,530375,1979299,709,2,28/12/2013,3,107,7:04:26,7:06:03,7:12,16,700,,,,
9,A,9A3,529597,1978677,731,3,29/12/2013,1,5,6:08:59,6:10:17,6:28,230,600,,,,
9,A,9A3,529597,1978677,731,3,29/12/2013,2,81,6:14:56,6:15:34,6:36,260,600,,,,
9,A,9A3,529597,1978677,731,3,29/12/2013,3,82,6:38:47,6:40:11,6:54,342,900,,,,
9,A,9A3,529597,1978677,731,3,29/12/2013,4,10,6:56:51,6:58:18,7:05,120,800,,,,
9,B,9B3,530094,1978840,710,3,29/12/2013,1,80,6:40:40,6:46:29,7:02,48,900,,,,
9,C,9C3,530375,1979299,709,3,29/12/2013,1,79,6:31:55,6:35:16,6:57,110,700,,,,
9,C,9C3,530375,1979299,709,3,29/12/2013,2,101,6:37:22,6:45:07,7:03,350,600,,,,
9,A,9A4,529597,1978677,731,4,30/12/2013,1,79,6:17:03,6:19:21,6:26,86,900,,,,
9,A,9A4,529597,1978677,731,4,30/12/2013,2,unident,6:19:54,6:21:17,6:33,64,400,,,,
9,A,9A4,529597,1978677,731,4,30/12/2013,3,10,6:25:35,6:26:48,6:36,156,800,,,,
9,A,9A4,529597,1978677,731,4,30/12/2013,4,140,6:30:11,6:31:28,6:38,220,700,,,,
9,A,9A4,529597,1978677,731,4,30/12/2013,5,5,6:38:13,6:39:25,6:47,240,800,,,,
9,A,9A4,529597,1978677,731,4,30/12/2013,6,82,6:44:26,6:45:38,6:58,320,900,,,,
9,A,9A4,529597,1978677,731,4,30/12/2013,7,141,6:49:43,6:51:21,7:37,75,1100,,,,
9,B,9B4,530094,1978840,710,4,30/12/2013,1,79,6:17:19,6:18:27,6:33,78,500,,,,
9,B,9B4,530094,1978840,710,4,30/12/2013,2,,6:23:57,,6:25,156,1000,,,,
9,B,9B4,530094,1978840,710,4,30/12/2013,3,141,6:34:16,6:40:33,6:57,116,800,,,,
9,B,9B4,530094,1978840,710,4,30/12/2013,4,101,7:18:15,7:19:08,7:31,10,550,,,,
9,C,9C4,530375,1979299,709,4,30/12/2013,1,79,6:14:30,6:19:23,6:36,104,580,,,,
9,C,9C4,530375,1979299,709,4,30/12/2013,2,141,6:37:32,6:38:56,6:54,170,500,,,,
9,C,9C4,530375,1979299,709,4,30/12/2013,3,101,7:00:50,7:16:56,7:32,19,600,,,,
10,A,10A1,532048,1978505,804,1,31/12/2013,1,66,6:57:22,6:58:41,7:15,120,1200,,,,
10,B,10B1,532060,1979151,795,1,31/12/2013,1,73,6:49:05,6:53:41,7:20,30,700,,,,
10,B,10B1,532060,1979151,795,1,31/12/2013,2,71,7:47:15,7:52:23,7:23,140,200,,,,
10,C,10C1,532658,1979399,862,1,31/12/2013,1,73,6:57:45,6:51:55,7:08,36,520,,,,
10,C,10C1,532658,1979399,862,1,31/12/2013,2,11,7:51:11,7:57:06,8:20,322,400,,,,
10,A,10A2,532048,1978505,804,2,01/01/2014,1,75,6:24:48,6:26:35,6:36,170,800,,,,
10,A,10A2,532048,1978505,804,2,01/01/2014,2,76,6:33:26,6:34:18,6:44,220,700,,,,
10,A,10A2,532048,1978505,804,2,01/01/2014,3,77,6:47:25,6:48:51,6:05,140,900,,,,
10,A,10A2,532048,1978505,804,2,01/01/2014,4,65,7:21:04,7:22:27,7:35,190,1100,,,,
10,B,10B2,532060,1979151,795,2,01/01/2014,1,73,6:24:17,6:25:32,6:37,33,800,,,,
10,B,10B2,532060,1979151,795,2,01/01/2014,2,78,6:27:16,6:34:10,6:46,270,600,,,,
10,C,10C2,532658,1979399,862,2,01/01/2014,1,78,6:27:33,6:30:00,6:45,280,900,,,,
10,C,10C2,532658,1979399,862,2,01/01/2014,2,74,6:44:07,6:50:16,6:57,120,800,,,,
10,A,10A3,532048,1978505,804,3,02/01/2014,1,,6:12:47,,6:18,20,650,,,,
10,A,10A3,532048,1978505,804,3,02/01/2014,2,75,6:15:19,6:16:22,6:34,180,500,,,,
10,A,10A3,532048,1978505,804,3,02/01/2014,3,141,6:18:08,6:19:37,6:27,260,600,,,,
10,A,10A3,532048,1978505,804,3,02/01/2014,4,72,6:31:49,6:32:34,6:42,280,700,,,,
10,A,10A3,532048,1978505,804,3,02/01/2014,5,76,6:33:27,6:33:50,6:43,200,800,,,,
10,A,10A3,532048,1978505,804,3,02/01/2014,6,66,6:38:02,6:38:32,6:52,140,500,,,,
10,A,10A3,532048,1978505,804,3,02/01/2014,7,74,6:04:22,6:48:41,7:08,85,900,,,,
10,A,10A3,532048,1978505,804,3,02/01/2014,8,70,6:48:25,6:58:20,7:37,320,600,,,,
10,B,10B3,532060,1979151,795,3,02/01/2014,1,78,6:11:51,6:15:09,6:33,168,200,,,,
10,B,10B3,532060,1979151,795,3,02/01/2014,2,141,6:15:24,6:16:50,6:33,248,1500,,,,
10,B,10B3,532060,1979151,795,3,02/01/2014,3,unident,6:17:00,6:18:14,6:28,286,550,,,,
10,B,10B3,532060,1979151,795,3,02/01/2014,4,106,6:22:11,6:25:55,6:37,27,1500,,,,
10,B,10B3,532060,1979151,795,3,02/01/2014,5,11,6:49:30,6:52:05,7:05,345,600,,,,
10,B,10B3,532060,1979151,795,3,02/01/2014,6,73,6:32:32,6:34:36,6:47,33,900,,,,
10,B,10B3,532060,1979151,795,3,02/01/2014,7,76,6:39:08,6:40:35,6:45,205,1500,,,,
10,B,10B3,532060,1979151,795,3,02/01/2014,8,80,6:43:04,6:44:57,6:54,293,1500,,,,
10,B,10B3,532060,1979151,795,3,02/01/2014,9,unident,6:47:05,6:48:26,7:11,286,600,,,,
10,B,10B3,532060,1979151,795,3,02/01/2014,10,71,6:54:09,6:58:03,7:34,218,100,,,,
10,B,10B3,532060,1979151,795,3,02/01/2014,11,unident,7:03:18,7:05:34,7:24,318,500,,,,
10,B,10B3,532060,1979151,795,3,02/01/2014,12,,7:07:38,,,296,600,,,,
10,C,10C3,532658,1979399,862,3,02/01/2014,1,78,6:11:21,6:35:00,6:34,262,900,,,,
10,C,10C3,532658,1979399,862,3,02/01/2014,2,73,6:23:08,6:31:27,6:48,30,400,,,,
10,C,10C3,532658,1979399,862,3,02/01/2014,3,80,6:47:52,6:50:55,7:08,283,1500,,,,
10,C,10C3,532658,1979399,862,3,02/01/2014,4,71,6:59:25,7:02:20,7:15,200,600,,,,
10,C,10C3,532658,1979399,862,3,02/01/2014,5,unident,7:16:55,7:18:05,7:56,246,900,,,,
10,A,10A4,532048,1978505,804,4,03/01/2014,1,unident,6:14:02,6:15:13,6:24,150,600,,,,
10,A,10A4,532048,1978505,804,4,03/01/2014,2,72,6:18:04,6:19:15,6:26,260,650,,,,
10,A,10A4,532048,1978505,804,4,03/01/2014,3,76,6:29:49,6:22:38,6:29,210,800,,,,
10,A,10A4,532048,1978505,804,4,03/01/2014,4,70,6:24:15,6:25:09,6:32,320,700,,,,
10,A,10A4,532048,1978505,804,4,03/01/2014,5,141,6:27:34,6:27:54,6:37,280,800,,,,
10,A,10A4,532048,1978505,804,4,03/01/2014,6,75,6:29:18,6:30:23,6:34,170,600,,,,
10,A,10A4,532048,1978505,804,4,03/01/2014,7,65,6:32:06,6:33:55,6:49,190,1100,,,,
10,A,10A4,532048,1978505,804,4,03/01/2014,8,unident,6:40:32,6:41:52,7:00,30,700,,,,
10,B,10B4,532060,1979151,795,4,03/01/2014,1,78,6:14:32,6:16:42,6:34,317,600,,,,
10,B,10B4,532060,1979151,795,4,03/01/2014,2,70,6:19:19,6:19:39,6:36,277,700,,,,
10,B,10B4,532060,1979151,795,4,03/01/2014,3,141,6:20:52,6:21:54,6:28,252,1300,,,,
10,B,10B4,532060,1979151,795,4,03/01/2014,4,72,6:24:39,6:26:08,6:33,222,600,,,,
10,B,10B4,532060,1979151,795,4,03/01/2014,5,157,6:34:11,6:34:30,6:41,33,900,,,,
10,B,10B4,532060,1979151,795,4,03/01/2014,6,unident,7:00:02,7:12:00,7:19,303,600,,,,
10,B,10B4,532060,1979151,795,4,03/01/2014,7,80,6:39:01,6:41:43,6:48,300,1000,,,,
10,B,10B4,532060,1979151,795,4,03/01/2014,8,unident,6:42:53,6:43:12,6:54,281,450,,,,
10,B,10B4,532060,1979151,795,4,03/01/2014,9,106,6:44:58,6:45:08,7:08,24,1500,,,,
10,C,10C4,532658,1979399,862,4,03/01/2014,1,70,06:20:30,06:25:46,6:48,260,800,,,,
10,C,10C4,532658,1979399,862,4,03/01/2014,2,157,6:27:34,6:37:15,6:15,318,500,,,,
10,C,10C4,532658,1979399,862,4,03/01/2014,3,73,6:55:37,6:58:31,7:03,32,500,,,,
10,C,10C4,532658,1979399,862,4,03/01/2014,4,106,7:06:17,7:08:00,7:12,0,1000,,,,
11,A,11A1,533752,1977300,797,1,04/01/2014,0,,,,,,,,,,
11,B,11B1,533588,1977838,738,1,04/01/2014,0,,,,,,,,,,
11,C,11C1,533826,1978251,835,1,04/01/2014,0,,,,,,,,,,
11,A,11A2,533752,1977300,797,2,05/01/2014,1,69,06:23:37,6:25:09,6:41,330,1100,,,,
11,A,11A2,533752,1977300,797,2,05/01/2014,2,77,6:37:49,6:40:04,6:55,290,900,,,,
11,B,11B2,533588,1977838,738,2,05/01/2014,1,69,6:26:35,6:28:28,6:36,320,500,,,,
11,B,11B2,533588,1977838,738,2,05/01/2014,2,77,6:39:45,6:40:18,6:55,256,900,,,,
11,C,11C2,533826,1978251,835,2,05/01/2014,0,,,,,,,,,,
11,A,11A3,533752,1977300,797,3,06/01/2014,1,68,6:19:05,6:21:11,6:35,310,1000,,,,
11,A,11A3,533752,1977300,797,3,06/01/2014,2,77,6:27:36,6:29:23,6:52,280,800,,,,
11,A,11A3,533752,1977300,797,3,06/01/2014,3,69,6:58:36,6:39:20,7:08,320,700,,,,
11,A,11A3,533752,1977300,797,3,06/01/2014,4,158,7:28:35,7:30:33,7:45,0,1200,,,,
11,B,11B3,533588,1977838,738,3,06/01/2014,1,67,6:25:38,6:26:22,6:50,90,500,,,,
11,B,11B3,533588,1977838,738,3,06/01/2014,2,77,6:27:17,6:31:18,6:47,254,500,,,,
11,B,11B3,533588,1977838,738,3,06/01/2014,3,69,6:54:16,6:58:32,7:04,315,500,,,,
11,C,11C3,533826,1978251,835,3,06/01/2014,1,68,6:15:30,6:28:50,6:46,226,600,,,,
11,C,11C3,533826,1978251,835,3,06/01/2014,2,67,6:25:46,6:32:30,6:49,110,500,,,,
11,C,11C3,533826,1978251,835,3,06/01/2014,3,69,6:56:21,7:00:28,7:05,278,400,,,,
11,A,11A4,533752,1977300,797,4,07/01/2014,1,77,6:17:45,6:19:21,6:47,290,900,,,,
11,B,11B4,533588,1977838,738,4,07/01/2014,1,77,6:22:42,6:27:01,6:44,240,850,,,,
11,B,11B4,533588,1977838,738,4,07/01/2014,2,,6:30:49,,,357,700,,,,
11,C,11C4,533826,1978251,835,4,07/01/2014,1,77,6:21:06,6:27:31,6:48,230,650,,,,
12,A,12A1,531805,1976727,744,1,08/01/2014,1,76,6:13:57,6:15:07,6:29,330,700,,,,
12,B,12B1,532133,1977092,717,1,08/01/2014,1,75,6:11:15,6:13:40,6:24,334,400,,,,
12,B,12B1,532133,1977092,717,1,08/01/2014,2,68,6:24:08,6:26:50,6:30,64,1500,,,,
12,B,12B1,532133,1977092,717,1,08/01/2014,3,,6:37:40,,,102,1000,,,,
12,B,12B1,532133,1977092,717,1,08/01/2014,4,,6:52:25,,,18,1000,,,,
12,C,12C1,532452,1977500,737,1,08/01/2014,1,75,6:11:36,6:15:55,6:25,294,500,,,,
12,C,12C1,532452,1977500,737,1,08/01/2014,2,68,6:37:16,6:40:50,6:48,58,1000,,,,
12,A,12A2,531805,1976727,744,2,09/01/2014,1,76,6:32:32,6:34:38,6:44,340,800,,,,
12,B,12B2,532133,1977092,717,2,09/01/2014,1,76,6:36:35,6:40:38,6:45,294,800,,,,
12,C,12C2,532452,1977500,737,2,09/01/2014,0,,,,,,,,,,
12,A,12A3,531805,1976727,744,3,10/01/2014,1,76,6:16:25,6:20:34,6:38,310,800,,,,
12,A,12A3,531805,1976727,744,3,10/01/2014,2,129,6:45:05,6:45:32,6:58,250,1100,,,,
12,B,12B3,532133,1977092,717,3,10/01/2014,1,76,6:15:27,6:24:38,6:31,304,750,,,,
12,C,12C3,532452,1977500,737,3,10/01/2014,0,,,,,,,,,,
12,A,12A4,531805,1976727,744,4,11/01/2014,1,76,6:16:02,6:19:41,6:35,320,800,,,,
12,A,12A4,531805,1976727,744,4,11/01/2014,2,65,6:20:43,6:23:36,6:43,36,400,,,,
12,A,12A4,531805,1976727,744,4,11/01/2014,3,129,6:37:09,6:38:42,6:48,280,900,,,,
12,B,12B4,532133,1977092,717,4,11/01/2014,1,76,6:15:51,6:21:16,6:33,290,800,,,,
12,B,12B4,532133,1977092,717,4,11/01/2014,2,65,6:19:48,6:22:12,6:43,310,100,,,,
12,B,12B4,532133,1977092,717,4,11/01/2014,3,0,6:41:50,6:44:03,6:46,164,800,,,,
12,C,12C4,532452,1977500,737,4,11/01/2014,0,,,,,,,,,,
13,A,13A1,526425,1977200,919,1,23/01/2014,1,152,6:33:20,6:34:25,6:43,7,800,,,,
13,A,13A1,526425,1977200,919,1,23/01/2014,2,139,6:36:13,6:36:49,6:48,50,700,,,,
13,A,13A1,526425,1977200,919,1,23/01/2014,3,138,6:40:49,6:41:28,6:45,270,800,,,,
13,A,13A1,526425,1977200,919,1,23/01/2014,4,153,6:44:38,6:45:06,6:58,350,600,,,,
13,A,13A1,526425,1977200,919,1,23/01/2014,5,154,7:08:33,7:11:53,7:18,22,500,,,,
13,A,13A1,526425,1977200,919,1,23/01/2014,6,64,7:22:19,7:22:17,7:38,258,400,,,,
13,B,13B1,525968,1976756,860,1,23/01/2014,1,,6:22:59,,6:30,60,1000,,,,
13,B,13B1,525968,1976756,860,1,23/01/2014,2,139,6:35:31,6:39:48,6:57,40,900,,,,
13,B,13B1,525968,1976756,860,1,23/01/2014,3,64,7:18:04,7:20:29,7:38,306,500,,,,
13,B,13B1,525968,1976756,860,1,23/01/2014,4,,7:20:22,,7:35,70,1500,,,,
13,C,13C1,526107,1976415,937,1,23/01/2014,1,139,6:35:40,6:40:37,6:52,22,1000,,,,
13,C,13C1,526107,1976415,937,1,23/01/2014,2,138,6:48:55,6:54:06,7:18,354,500,,,,
13,C,13C1,526107,1976415,937,1,23/01/2014,3,64,7:24:11,7:26:16,7:42,312,400,,,,
13,A,13A2,526425,1977200,919,2,24/01/2014,1,139,6:21:10,6:32:48,6:36,60,800,,,,
13,A,13A2,526425,1977200,919,2,24/01/2014,2,138,6:23:24,6:25:49,6:39,280,600,,,,
13,A,13A2,526425,1977200,919,2,24/01/2014,3,64,6:30:50,6:35:59,6:57,250,900,,,,
13,B,13B2,525968,1976756,860,2,24/01/2014,1,138,6:21:57,6:24:37,6:38,0,300,,,,
13,B,13B2,525968,1976756,860,2,24/01/2014,2,63,6:56:59,6:57:40,7:15,248,600,,,,
13,C,13C2,526107,1976415,937,2,24/01/2014,1,136,6:14:45,6:22:30,6:34,154,400,,,,
13,C,13C2,526107,1976415,937,2,24/01/2014,2,138,6:23:20,6:25:05,6:37,0,600,,,,
13,C,13C2,526107,1976415,937,2,24/01/2014,3,137,6:28:00,6:30:40,6:41,80,700,,,,
13,C,13C2,526107,1976415,937,2,24/01/2014,4,155,6:32:15,6:35:41,6:50,200,800,,,,
13,C,13C2,526107,1976415,937,2,24/01/2014,5,,6:47:40,,6:53,100,1000,,,,
13,C,13C2,526107,1976415,937,2,24/01/2014,6,63,6:59:10,7:06:55,7:12,264,1200,,,,
13,A,13A3,526425,1977200,919,3,25/01/2014,1,138,6:17:07,6:20:03,6:35,286,600,,,,
13,A,13A3,526425,1977200,919,3,25/01/2014,2,139,6:20:38,6:22:18,6:38,22,700,,,,
13,A,13A3,526425,1977200,919,3,25/01/2014,3,137,6:28:23,6:28:55,6:46,170,800,,,,
13,A,13A3,526425,1977200,919,3,25/01/2014,4,154,6:35:12,6:35:48,6:50,7,800,,,,
13,A,13A3,526425,1977200,919,3,25/01/2014,5,64,6:36:28,6:37:19,6:59,250,800,,,,
13,B,13B3,525968,1976756,860,3,25/01/2014,1,138,6:16:24,6:19:17,6:37,350,400,,,,
13,B,13B3,525968,1976756,860,3,25/01/2014,2,154,6:27:51,6:29:58,6:44,10,800,,,,
13,B,13B3,525968,1976756,860,3,25/01/2014,3,63,6:30:58,6:32:19,6:49,227,1000,,,,
13,B,13B3,525968,1976756,860,3,25/01/2014,4,136,6:33:41,6:37:11,6:45,140,1000,,,,
13,B,13B3,525968,1976756,860,3,25/01/2014,5,unident,6:39:40,6:41:30,6:59,240,600,,,,
13,C,13C3,526107,1976415,937,3,25/01/2014,1,138,6:17:05,6:20:10,6:36,340,520,,,,
13,C,13C3,526107,1976415,937,3,25/01/2014,2,137,6:25:20,6:29:50,6:50,80,800,,,,
13,C,13C3,526107,1976415,937,3,25/01/2014,3,136,6:27:30,6:31:25,6:44,142,480,,,,
13,C,13C3,526107,1976415,937,3,25/01/2014,4,,6:55:33,,7:02,300,130,,,,
13,A,13A4,526425,1977200,919,4,26/01/2014,1,139,6:27:17,6:28:56,6:40,70,800,,,,
13,A,13A4,526425,1977200,919,4,26/01/2014,2,153,6:34:15,6:34:47,6:46,350,700,,,,
13,A,13A4,526425,1977200,919,4,26/01/2014,3,138,6:45:23,6:45:58,6:58,286,700,,,,
13,B,13B4,525968,1976756,860,4,26/01/2014,1,139,6:20:18,6:24:10,6:28,40,1500,,,,
13,B,13B4,525968,1976756,860,4,26/01/2014,2,63,6:42:35,6:49:17,6:52,232,600,,,,
13,C,13C4,526107,1976415,937,4,26/01/2014,1,137,6:16:30,6:20:35,6:31,60,900,,,,
13,C,13C4,526107,1976415,937,4,26/01/2014,2,136,6:23:15,6:27:05,6:41,134,500,,,,
13,C,13C4,526107,1976415,937,4,26/01/2014,3,138,6:43:20,6:48:09,6:56,330,600,,,,
14,A,14A1,525401,1974597,756,1,27/01/2014,1,61,6:26:17,6:27:45,6:35,230,600,,,,
14,A,14A1,525401,1974597,756,1,27/01/2014,2,8,6:28:55,6:29:32,6:40,100,900,,,,
14,B,14B1,525641,1975055,833,1,27/01/2014,1,62,6:22:25,6:33:46,6:43,92,700,,,,
14,C,14C1,525750,1975399,825,1,27/01/2014,1,62,6:24:25,6:28:50,6:42,100,700,,,,
14,A,14A2,525401,1974597,756,2,28/01/2014,1,61,6:24:36,6:27:29,6:39,220,700,,,,
14,A,14A2,525401,1974597,756,2,28/01/2014,2,8,6:26:31,6:28:11,6:45,100,800,,,,
14,B,14B2,525641,1975055,833,2,28/01/2014,1,62,6:22:26,6:03:24,6:37,98,700,,,,
14,B,14B2,525641,1975055,833,2,28/01/2014,2,136,6:35:33,6:44:32,6:53,48,1000,,,,
14,C,14C2,525750,1975399,825,2,28/01/2014,1,62,6:18:30,6:21:40,6:38,114,630,,,,
14,C,14C2,525750,1975399,825,2,28/01/2014,2,136,6:27:11,6:36:14,6:50,62,1000,,,,
14,A,14A3,525401,1974597,756,3,29/01/2014,1,61,6:20:58,6:29:28,6:49,240,500,,,,
14,A,14A3,525401,1974597,756,3,29/01/2014,2,8,6:26:31,6:28:11,6:45,100,800,,,,
14,B,14B3,525641,1975055,833,3,29/01/2014,1,60,6:18:32,6:23:22,6:34,58,300,,,,
14,B,14B3,525641,1975055,833,3,29/01/2014,2,,6:20:41,,6:30,280,500,,,,
14,B,14B3,525641,1975055,833,3,29/01/2014,3,,6:30:01,,6:42,30,1300,,,,
14,B,14B3,525641,1975055,833,3,29/01/2014,4,61,6:25:30,6:33:58,6:39,230,1000,,,,
14,C,14C3,525750,1975399,825,3,29/01/2014,1,,6:19:25,,6:38,140,710,,,,
14,C,14C3,525750,1975399,825,3,29/01/2014,2,,6:39:45,,6:55,60,1100,,,,
14,A,14A4,525401,1974597,756,4,30/01/2014,1,59,6:13:13,6:19:40,6:28,340,800,,,,
14,A,14A4,525401,1974597,756,4,30/01/2014,2,61,6:22:01,6:25:26,6:50,230,800,,,,
14,B,14B4,525641,1975055,833,4,30/01/2014,1,59,6:13:00,6:17:12,6:26,348,200,,,,
14,B,14B4,525641,1975055,833,4,30/01/2014,2,61,6:18:22,6:19:09,6:32,310,1500,,,,
14,B,14B4,525641,1975055,833,4,30/01/2014,3,155,6:18:22,6:30:46,6:34,230,600,,,,
14,B,14B4,525641,1975055,833,4,30/01/2014,4,,6:37:19,,6:49,188,1000,,,,
14,C,14C4,525750,1975399,825,4,30/01/2014,1,,6:14:24,6:21:29,6:34,64,1000,,,,
14,C,14C4,525750,1975399,825,4,30/01/2014,2,,6:27:29,,7:14,240,600,,,,
15,A,15A1,527428,1974474,943,1,31/01/2014,1,58,6:18:19,6:18:35,6:53,70,1000,,,,
15,B,15B1,527599,1974947,982,1,31/01/2014,1,55,6:11:12,6:13:02,6:21,53,1500,,,,
15,B,15B1,527599,1974947,982,1,31/01/2014,2,,6:18:09,,6:30,112,1000,,,,
15,C,15C1,527667,1975399,1030,1,31/01/2014,1,,6:03:50,,7:37,24,600,,,,
15,A,15A2,527428,1974474,943,2,01/02/2014,1,56,6:14:15,6:16:41,6:30,282,800,,,,
15,A,15A2,527428,1974474,943,2,01/02/2014,2,62,6:20:25,6:20:49,6:32,310,800,,,,
